date,outbound,inbound
2025-01-01 00:00:00.000000,13635.000000,704.000000
2025-01-02 00:00:00.000000,31044.000000,27029.000000
2025-01-03 00:00:00.000000,23332.000000,25856.000000
2025-01-04 00:00:00.000000,16310.000000,8055.000000
2025-01-05 00:00:00.000000,12647.000000,1437.000000
2025-01-06 00:00:00.000000,12766.000000,1264.000000
2025-01-07 00:00:00.000000,22699.000000,39118.000000
2025-01-08 00:00:00.000000,19908.000000,28886.000000
2025-01-09 00:00:00.000000,20379.000000,38383.000000
2025-01-10 00:00:00.000000,17747.000000,38874.000000
2025-01-11 00:00:00.000000,17065.000000,1813.000000
2025-01-12 00:00:00.000000,15134.000000,-9561.000000
2025-01-13 00:00:00.000000,14972.000000,42720.000000
2025-01-14 00:00:00.000000,14258.000000,32951.000000
2025-01-15 00:00:00.000000,13846.000000,26926.000000
2025-01-16 00:00:00.000000,14781.000000,33236.000000
2025-01-17 00:00:00.000000,11479.000000,25035.000000
2025-01-18 00:00:00.000000,12257.000000,3346.000000
2025-01-19 00:00:00.000000,10454.000000,10971.000000
2025-01-20 00:00:00.000000,14122.000000,16227.000000
2025-01-21 00:00:00.000000,15229.000000,26593.000000
2025-01-22 00:00:00.000000,14600.000000,31625.000000
2025-01-23 00:00:00.000000,14385.000000,23640.000000
2025-01-24 00:00:00.000000,13401.000000,21947.000000
2025-01-25 00:00:00.000000,13186.000000,5742.903100
2025-01-26 00:00:00.000000,12888.000000,7110.096900
2025-01-27 00:00:00.000000,15022.000000,25809.000000
2025-01-28 00:00:00.000000,13864.000000,38084.463600
2025-01-29 00:00:00.000000,15660.000000,15306.536400
2025-01-30 00:00:00.000000,15768.000000,31281.380400
2025-01-31 00:00:00.000000,14170.000000,24602.619600
2025-02-01 00:00:00.000000,14680.000000,2727.000000
2025-02-02 00:00:00.000000,15115.000000,1447.000000
2025-02-03 00:00:00.000000,19450.000000,26781.000000
2025-02-04 00:00:00.000000,19624.000000,23994.000000
2025-02-05 00:00:00.000000,19309.000000,33850.000000
2025-02-06 00:00:00.000000,17517.000000,27304.000000
2025-02-07 00:00:00.000000,16883.000000,30125.010500
2025-02-08 00:00:00.000000,15732.000000,4578.989500
2025-02-09 00:00:00.000000,14913.000000,-4038.000000
2025-02-10 00:00:00.000000,17179.000000,34263.000000
2025-02-11 00:00:00.000000,16568.000000,35051.490700
2025-02-12 00:00:00.000000,16071.000000,28120.465300
2025-02-13 00:00:00.000000,16088.000000,19090.044000
2025-02-14 00:00:00.000000,13389.000000,23814.000000
2025-02-15 00:00:00.000000,13596.000000,4543.000000
2025-02-16 00:00:00.000000,13513.000000,2603.000000
2025-02-17 00:00:00.000000,15598.000000,21517.000000
2025-02-18 00:00:00.000000,15742.000000,24203.000000
2025-02-19 00:00:00.000000,13677.000000,28824.258200
2025-02-20 00:00:00.000000,14104.000000,27985.741800
2025-02-21 00:00:00.000000,12714.000000,23312.000000
2025-02-22 00:00:00.000000,12987.000000,1612.000000
2025-02-23 00:00:00.000000,13025.000000,1147.000000
2025-02-24 00:00:00.000000,15973.000000,39085.000000
2025-02-25 00:00:00.000000,15045.000000,38335.000000
2025-02-26 00:00:00.000000,14099.000000,39468.000000
2025-02-27 00:00:00.000000,15429.000000,49181.787100
2025-02-28 00:00:00.000000,14336.000000,16518.212900
2025-03-01 00:00:00.000000,14983.000000,-620.000000
2025-03-02 00:00:00.000000,13418.000000,1955.000000
2025-03-03 00:00:00.000000,22198.000000,26755.000000
2025-03-04 00:00:00.000000,19428.000000,25562.000000
2025-03-05 00:00:00.000000,18543.000000,28955.000000
2025-03-06 00:00:00.000000,17321.000000,21817.000000
2025-03-07 00:00:00.000000,15833.000000,22794.954300
2025-03-08 00:00:00.000000,15497.000000,3649.608500
2025-03-09 00:00:00.000000,17837.000000,5060.437100
2025-03-10 00:00:00.000000,16582.000000,39255.000000
2025-03-11 00:00:00.000000,11019.000000,17717.000000
2025-03-12 00:00:00.000000,19603.000000,49059.000000
2025-03-13 00:00:00.000000,19018.000000,36475.000000
2025-03-14 00:00:00.000000,17582.000000,23067.506600
2025-03-15 00:00:00.000000,16125.000000,16402.493400
2025-03-16 00:00:00.000000,17275.000000,2256.000000
2025-03-17 00:00:00.000000,18675.000000,39608.000000
2025-03-18 00:00:00.000000,18394.000000,33344.000000
2025-03-19 00:00:00.000000,18597.000000,41241.000000
2025-03-20 00:00:00.000000,15923.000000,35149.000000
2025-03-21 00:00:00.000000,14814.000000,28370.000000
2025-03-22 00:00:00.000000,15621.000000,2859.000000
2025-03-23 00:00:00.000000,14686.000000,1749.000000
2025-03-24 00:00:00.000000,17789.000000,46737.000000
2025-03-25 00:00:00.000000,28599.000000,53458.000000
2025-03-26 00:00:00.000000,26810.000000,54819.000000
2025-03-27 00:00:00.000000,24658.000000,42366.000000
2025-03-28 00:00:00.000000,23935.000000,47635.000000
2025-03-29 00:00:00.000000,22705.000000,8854.034100
2025-03-30 00:00:00.000000,24645.000000,3168.664100
2025-03-31 00:00:00.000000,31613.000000,30701.301800
2025-04-01 00:00:00.000000,22829.000000,33755.314000
2025-04-02 00:00:00.000000,19939.000000,23888.036400
2025-04-03 00:00:00.000000,17570.000000,45214.649600
2025-04-04 00:00:00.000000,16351.000000,21273.000000
2025-04-05 00:00:00.000000,9420.000000,2393.000000
2025-04-06 00:00:00.000000,15680.000000,8713.996600
2025-04-07 00:00:00.000000,17406.000000,62471.003400
2025-04-08 00:00:00.000000,18523.000000,37213.000000
2025-04-09 00:00:00.000000,17741.000000,25870.000000
2025-04-10 00:00:00.000000,15740.000000,27135.000000
2025-04-11 00:00:00.000000,14080.000000,32773.000000
2025-04-12 00:00:00.000000,12691.000000,5219.000000
2025-04-13 00:00:00.000000,14579.000000,1610.000000
2025-04-14 00:00:00.000000,16988.000000,16216.349000
2025-04-15 00:00:00.000000,15774.000000,31706.076300
2025-04-16 00:00:00.000000,12472.000000,31029.545500
2025-04-17 00:00:00.000000,7401.000000,7460.029100
2025-04-18 00:00:00.000000,7860.000000,2415.000000
2025-04-19 00:00:00.000000,10399.000000,3779.000000
2025-04-20 00:00:00.000000,11474.000000,557.000000
2025-04-21 00:00:00.000000,14881.000000,23033.000000
2025-04-22 00:00:00.000000,16983.000000,21315.000000
2025-04-23 00:00:00.000000,15768.000000,24436.000000
2025-04-24 00:00:00.000000,13763.000000,37709.000000
2025-04-25 00:00:00.000000,13853.000000,49155.000000
2025-04-26 00:00:00.000000,12490.000000,-473.000000
2025-04-27 00:00:00.000000,13324.000000,7845.000000
2025-04-28 00:00:00.000000,10688.000000,15939.000000
2025-04-29 00:00:00.000000,12848.000000,12709.000000
2025-04-30 00:00:00.000000,16808.000000,32306.000000
2025-05-01 00:00:00.000000,16392.000000,2608.436900
2025-05-02 00:00:00.000000,15696.000000,29519.563100
2025-05-03 00:00:00.000000,13627.000000,-1992.513200
2025-05-04 00:00:00.000000,13469.000000,3056.513200
2025-05-05 00:00:00.000000,16691.000000,60340.931800
2025-05-06 00:00:00.000000,16060.000000,29821.068200
2025-05-07 00:00:00.000000,17143.000000,23798.000000
2025-05-08 00:00:00.000000,17074.000000,51691.000000
2025-05-09 00:00:00.000000,15106.000000,62005.000000
2025-05-10 00:00:00.000000,14190.000000,-1798.000000
2025-05-11 00:00:00.000000,15580.000000,3146.000000
2025-05-12 00:00:00.000000,16997.000000,45672.187500
2025-05-13 00:00:00.000000,17086.000000,31660.493500
2025-05-14 00:00:00.000000,17873.000000,40754.491500
2025-05-15 00:00:00.000000,16352.000000,19241.827500
2025-05-16 00:00:00.000000,16077.000000,52048.000000
2025-05-17 00:00:00.000000,12832.000000,9456.000000
2025-05-18 00:00:00.000000,14530.000000,31627.000000
2025-05-19 00:00:00.000000,18775.000000,49016.000000
2025-05-20 00:00:00.000000,20032.000000,10216.000000
2025-05-21 00:00:00.000000,18311.000000,-9189.000000
2025-05-22 00:00:00.000000,15937.000000,32331.000000
2025-05-23 00:00:00.000000,15295.000000,26826.000000
2025-05-24 00:00:00.000000,13598.000000,11135.000000
2025-05-25 00:00:00.000000,17090.000000,2183.000000
2025-05-26 00:00:00.000000,20654.000000,8210.000000
2025-05-27 00:00:00.000000,22752.000000,32768.945900
2025-05-28 00:00:00.000000,21613.000000,31495.054100
2025-05-29 00:00:00.000000,22028.000000,52274.891600
2025-05-30 00:00:00.000000,18596.000000,49916.000000
2025-05-31 00:00:00.000000,14720.000000,828.044200
2025-06-01 00:00:00.000000,21977.000000,15927.000400
2025-06-02 00:00:00.000000,26695.000000,35915.063800
2025-06-03 00:00:00.000000,26305.000000,30541.323600
